step,loss,acc
9550,168.22516,0.98438
9560,269.43466,0.96875
9570,68.18829,0.98438
9580,0.00000,1.00000
9590,293.86200,0.96875
9600,55.32050,0.96875
9600,196.47223,0.97180
9610,125.86765,0.98438
9620,144.85242,0.98438
9630,221.66681,0.96875
9640,0.00000,1.00000
9650,199.33725,0.93750
9660,112.77362,0.98438
9670,32.34116,0.98438
9680,502.04504,0.95312
9690,195.91304,0.96875
9700,486.51526,0.96875
9700,242.54974,0.96940
9710,235.75394,0.95312
9720,430.38657,0.95312
9730,96.83363,0.95312
9740,0.00000,1.00000
9750,0.00000,1.00000
9760,18.80452,0.98438
9770,518.15503,0.95312
9780,315.79071,0.95312
9790,426.78467,0.92188
9800,30.30948,0.98438
9800,212.00885,0.96760
9810,243.91151,0.98438
9820,178.80188,0.96875
9830,0.00000,1.00000
9840,350.46289,0.96875
9850,47.94389,0.95312
9860,228.65717,0.96875
9870,125.97653,0.96875
9880,165.52870,0.98438
9890,435.58765,0.96875
9900,105.83746,0.96875
9900,228.51112,0.96860
9910,10.80591,0.98438
9920,0.00000,1.00000
9930,384.60373,0.92188
9940,109.51611,0.98438
9950,46.61087,0.96875
9960,51.52618,0.98438
9970,342.47504,0.93750
9980,175.31549,0.95312
9990,464.87787,0.93750
10000,375.30618,0.95312
10000,217.86839,0.96940
10010,24.96067,0.98438
10020,345.96967,0.95312
10030,176.67990,0.96875
10040,199.38617,0.96875
10050,208.86673,0.98438
10060,0.00000,1.00000
10070,101.57477,0.96875
10080,2.53522,0.98438
10090,14.54413,0.98438
10100,130.45589,0.96875
10100,180.67113,0.97460
10110,697.85089,0.92188
10120,0.00000,1.00000
10130,109.58415,0.98438
10140,287.77728,0.96875
10150,269.42499,0.92188
10160,554.52759,0.96875
10170,54.64276,0.96875
10180,201.76611,0.96875
10190,134.14246,0.98438
10200,227.11688,0.98438
10200,253.47420,0.96920
10210,496.04071,0.96875
10220,86.84790,0.96875
10230,228.93146,0.93750
10240,35.21332,0.96875
10250,145.10065,0.95312
10260,186.70697,0.98438
10270,79.65137,0.96875
10280,233.01862,0.96875
10290,247.16391,0.96875
10300,172.25293,0.98438
10300,193.02052,0.97180
10310,73.53459,0.98438
10320,15.16223,0.98438
10330,252.27032,0.96875
10340,119.51233,0.96875
10350,184.83182,0.96875
10360,14.16452,0.98438
10370,231.42294,0.96875
10380,432.88263,0.95312
10390,658.79944,0.95312
10400,692.93787,0.95312
10400,141.28909,0.97760
10410,353.82947,0.95312
10420,143.34949,0.96875
10430,0.00000,1.00000
10440,449.51367,0.90625
10450,0.00000,1.00000
10460,86.91660,0.96875
10470,11.07574,0.98438
10480,388.27759,0.95312
10490,403.83801,0.95312
10500,364.60785,0.95312
10500,192.49886,0.96720
10510,161.52826,0.95312
10520,170.29117,0.98438
10530,531.11743,0.95312
10540,315.27936,0.93750
10550,46.02402,0.98438
10560,166.98892,0.95312
10570,308.11871,0.96875
10580,832.74152,0.95312
10590,82.86765,0.98438
10600,32.83817,0.98438
10600,204.07382,0.96680
10610,0.00000,1.00000
10620,108.37840,0.98438
10630,385.04703,0.98438
10640,0.00000,1.00000
10650,21.19365,0.98438
10660,226.00430,0.98438
10670,0.00000,1.00000
10680,200.93500,0.95312
10690,12.19226,0.98438
10700,545.69409,0.95312
10700,155.20140,0.97680
10710,294.23792,0.98438
10720,0.00000,1.00000
10730,112.80540,0.96875
10740,348.12128,0.92188
10750,0.00000,1.00000
10760,0.00000,1.00000
10770,36.27248,0.98438
10780,50.30255,0.96875
10790,149.49869,0.96875
10800,78.44500,0.98438
10800,255.78500,0.96180
10810,0.00000,1.00000
10820,239.77188,0.98438
10830,206.11621,0.98438
10840,507.67316,0.95312
10850,74.92368,0.96875
10860,0.00000,1.00000
10870,75.28220,0.96875
10880,458.17706,0.95312
10890,180.71503,0.98438
10900,451.52615,0.95312
10900,227.29050,0.96820
10910,783.55762,0.95312
10920,0.00000,1.00000
10930,0.00000,1.00000
10940,146.10614,0.96875
10950,155.41589,0.96875
10960,72.04739,0.96875
10970,18.95319,0.98438
10980,687.28619,0.92188
10990,191.87907,0.96875
11000,1.18561,0.98438
11000,176.78180,0.97520
11010,56.11673,0.96875
11020,429.21317,0.96875
11030,103.29587,0.98438
11040,201.36758,0.95312
11050,129.05707,0.96875
11060,0.00000,1.00000
11070,0.00000,1.00000
11080,732.45563,0.92188
11090,304.43951,0.96875
11100,306.65033,0.96875
11100,161.27271,0.97480
11110,442.28131,0.95312
11120,246.71504,0.96875
11130,50.61024,0.98438
11140,72.95232,0.96875
11150,39.89841,0.98438
11160,9.01950,0.98438
11170,223.05801,0.96875
11180,19.59784,0.96875
11190,0.00000,1.00000
11200,0.00000,1.00000
11200,169.99225,0.97560
11210,325.28778,0.96875
11220,90.44675,0.96875
11230,195.24689,0.96875
11240,171.80524,0.96875
11250,63.29839,0.98438
11260,31.20778,0.96875
11270,30.16385,0.98438
11280,0.00000,1.00000
11290,273.54956,0.96875
11300,57.53918,0.98438
11300,207.74580,0.96720
11310,187.27411,0.96875
11320,7.30847,0.98438
11330,134.28149,0.96875
11340,51.36670,0.98438
11350,447.17810,0.96875
11360,185.33807,0.96875
11370,0.00000,1.00000
11380,0.00000,1.00000
11390,248.09628,0.98438
11400,362.99292,0.96875
11400,163.28383,0.97720
11410,163.57889,0.98438
11420,0.00000,1.00000
11430,49.67020,0.98438
11440,122.56403,0.95312
11450,297.27875,0.96875
11460,342.72684,0.96875
11470,214.46503,0.95312
11480,75.96648,0.96875
11490,280.10767,0.98438
11500,293.83432,0.96875
11500,145.63483,0.97800
11510,398.99313,0.93750
11520,0.00000,1.00000
11530,106.87921,0.98438
11540,43.18747,0.96875
11550,0.00000,1.00000
11560,0.00000,1.00000
11570,52.89175,0.96875
11580,45.63461,0.98438
11590,263.00781,0.98438
11600,125.81570,0.98438
11600,163.03130,0.97560
11610,189.42494,0.96875
11620,103.56068,0.98438
11630,242.84314,0.93750
11640,122.32349,0.98438
11650,58.77966,0.98438
11660,149.40314,0.98438
11670,0.00013,1.00000
11680,123.33301,0.98438
11690,93.68167,0.96875
11700,89.63477,0.98438
11700,152.92154,0.97280
11710,5.29285,0.98438
11720,218.73376,0.96875
11730,492.54706,0.98438
11740,255.13994,0.96875
11750,0.00000,1.00000
11760,45.83197,0.98438
11770,113.11017,0.96875
11780,67.33435,0.98438
11790,63.30457,0.98438
11800,28.08020,0.98438
11800,148.92380,0.97500
11810,0.00000,1.00000
11820,120.84299,0.98438
11830,114.05197,0.96875
11840,156.76982,0.95312
11850,73.94171,0.98438
11860,128.81021,0.96875
11870,67.46735,0.98438
11880,320.95166,0.93750
11890,0.00000,1.00000
11900,40.95047,0.98438
11900,149.73003,0.97500
11910,8.16235,0.98438
11920,163.56210,0.98438
11930,88.22894,0.98438
11940,246.58720,0.93750
11950,297.29047,0.96875
11960,40.86969,0.98438
11970,576.21423,0.93750
11980,184.39532,0.95312
11990,60.18774,0.98438
12000,188.59396,0.98438
12000,158.57933,0.97560
12010,383.19418,0.95312
12020,117.57202,0.98438
12030,50.78339,0.98438
12040,248.68890,0.96875
12050,130.70239,0.98438
12060,110.75336,0.95312
12070,16.38287,0.98438
12080,251.47070,0.96875
12090,0.00000,1.00000
12100,9.55603,0.98438
12100,140.91795,0.97880
12110,216.47592,0.93750
12120,183.59692,0.98438
12130,0.00000,1.00000
12140,72.69019,0.98438
12150,0.00000,1.00000
12160,209.55862,0.96875
12170,3.87939,0.98438
12180,12.04712,0.98438
12190,132.35431,0.96875
12200,350.14349,0.96875
12200,134.19048,0.97740
12210,110.37860,0.95312
12220,0.00000,1.00000
12230,29.31390,0.98438
12240,463.08597,0.95312
12250,0.00000,1.00000
12260,24.30603,0.98438
12270,90.31438,0.98438
12280,52.38409,0.98438
12290,18.19000,0.98438
12300,79.89125,0.96875
12300,171.17827,0.97360
12310,0.00000,1.00000
12320,7.78732,0.98438
12330,367.47162,0.93750
12340,100.08005,0.98438
12350,437.97284,0.90625
12360,331.11111,0.96875
12370,47.81801,0.98438
12380,354.99347,0.95312
12390,77.00543,0.96875
12400,25.39865,0.98438
12400,137.89525,0.97880
12410,383.34927,0.95312
12420,40.32303,0.96875
12430,59.22748,0.98438
12440,61.68042,0.98438
12450,122.82651,0.98438
12460,164.01877,0.96875
12470,353.94464,0.92188
12480,232.80475,0.96875
12490,7.43076,0.98438
12500,324.98846,0.95312
12500,143.42134,0.97580
12510,0.00000,1.00000
12520,191.20767,0.93750
12530,46.66699,0.98438
12540,0.00000,1.00000
12550,345.07275,0.95312
12560,80.24240,0.98438
12570,221.93719,0.95312
12580,99.46902,0.98438
12590,83.13828,0.98438
12600,109.34741,0.95312
12600,167.30873,0.97160
12610,10.43524,0.98438
12620,32.69054,0.98438
12630,0.00000,1.00000
12640,286.73483,0.95312
12650,257.17603,0.92188
12660,125.92102,0.96875
12670,205.98154,0.95312
12680,129.37540,0.98438
12690,166.61298,0.96875
12700,58.31250,0.98438
12700,142.93472,0.97640
12710,473.27011,0.93750
12720,166.34825,0.96875
12730,164.54639,0.96875
12740,0.00000,1.00000
12750,13.49277,0.98438
12760,597.48950,0.95312
12770,7.87854,0.98438
12780,0.00000,1.00000
12790,0.00000,1.00000
12800,7.18579,0.98438
12800,140.13968,0.97540
12810,122.43573,0.98438
12820,57.74506,0.96875
12830,283.92761,0.93750
12840,198.56726,0.96875
12850,267.50186,0.98438
12860,94.26990,0.98438
12870,343.66748,0.96875
12880,341.65826,0.96875
12890,0.00000,1.00000
12900,568.03015,0.93750
12900,165.00333,0.97080
12910,127.32880,0.98438
12920,0.00000,1.00000
12930,27.19495,0.98438
12940,209.01065,0.96875
12950,337.96878,0.98438
12960,276.43097,0.96875
12970,333.02609,0.93750
12980,0.00000,1.00000
12990,471.21014,0.92188
13000,46.48810,0.95312
13000,134.05608,0.97520
13010,36.49536,0.96875
13020,93.66034,0.96875
13030,0.00000,1.00000
13040,0.00000,1.00000
13050,202.05692,0.95312
13060,35.86966,0.98438
13070,20.10321,0.98438
13080,187.56714,0.96875
13090,27.37445,0.98438
13100,0.00000,1.00000
13100,135.54672,0.97840
13110,148.36829,0.96875
13120,835.36768,0.93750
13130,194.74890,0.95312
13140,37.29425,0.98438
13150,40.26880,0.98438
13160,63.44092,0.98438
13170,293.04272,0.95312
13180,231.30948,0.96875
13190,155.22043,0.95312
13200,179.43921,0.96875
13200,134.52785,0.97720
13210,150.56818,0.98438
13220,157.76773,0.95312
13230,0.00000,1.00000
13240,33.44604,0.98438
13250,0.00000,1.00000
13260,0.00000,1.00000
13270,106.32552,0.98438
13280,216.69742,0.93750
13290,0.00000,1.00000
13300,98.96069,0.98438
13300,123.65388,0.98000
13310,0.00000,1.00000
13320,0.00000,1.00000
13330,169.94669,0.95312
13340,66.43683,0.96875
13350,36.99390,0.98438
13360,0.00000,1.00000
13370,79.72906,0.98438
13380,206.53108,0.96875
13390,235.18216,0.98438
13400,21.92728,0.96875
13400,110.21372,0.98040
13410,74.18893,0.96875
13420,39.23683,0.96875
13430,48.84653,0.96875
13440,0.00000,1.00000
13450,140.67276,0.93750
13460,108.34528,0.98438
13470,162.56387,0.95312
13480,53.94501,0.98438
13490,22.99696,0.96875
13500,632.42798,0.93750
13500,127.94202,0.97820
13510,0.00000,1.00000
13520,125.46875,0.96875
13530,123.52331,0.96875
13540,0.00000,1.00000
13550,24.40125,0.98438
13560,296.77371,0.95312
13570,0.00000,1.00000
13580,157.41586,0.95312
13590,86.54938,0.98438
13600,295.78287,0.96875
13600,130.42812,0.97860
13610,949.03497,0.96875
13620,5.74915,0.98438
13630,0.00000,1.00000
13640,124.62314,0.96875
13650,5.10547,0.98438
13660,124.59811,0.96875
13670,438.16489,0.92188
13680,72.30151,0.98438
13690,0.00000,1.00000
13700,105.22623,0.95312
13700,172.41403,0.97400
13710,54.97302,0.96875
13720,113.22334,0.98438
13730,0.00000,1.00000
13740,153.64565,0.96875
13750,234.56964,0.96875
13760,0.00000,1.00000
13770,119.68616,0.93750
13780,52.18420,0.98438
13790,21.82077,0.96875
13800,72.90900,0.96875
13800,128.95946,0.97720
13810,284.13336,0.96875
13820,233.91800,0.98438
13830,91.49982,0.98438
13840,0.00000,1.00000
13850,193.95776,0.96875
13860,310.44266,0.96875
13870,220.67732,0.93750
13880,113.02368,0.98438
13890,6.98083,0.98438
13900,139.78120,0.95312
13900,151.03587,0.97340
13910,205.46397,0.95312
13920,22.74924,0.96875
13930,0.00000,1.00000
13940,4.29962,0.98438
13950,272.75061,0.98438
13960,0.00000,1.00000
13970,392.20227,0.92188
13980,0.00000,1.00000
13990,69.57480,0.98438
14000,240.48050,0.93750
14000,122.43323,0.97600
14010,0.00000,1.00000
14020,157.79184,0.96875
14030,138.77536,0.95312
14040,29.55164,0.96875
14050,30.04166,0.98438
14060,0.00000,1.00000
14070,0.00000,1.00000
14080,158.80350,0.96875
14090,284.92227,0.96875
14100,271.84995,0.93750
14100,101.46399,0.98120
14110,70.23349,0.96875
14120,0.00000,1.00000
14130,133.75098,0.98438
14140,29.32114,0.98438
14150,131.76845,0.96875
14160,0.00000,1.00000
14170,27.51672,0.98438
14180,92.25980,0.98438
14190,310.50424,0.93750
14200,145.64304,0.98438
14200,105.36695,0.98060
14210,34.25473,0.98438
14220,34.34184,0.98438
14230,72.15158,0.98438
14240,373.21863,0.93750
14250,0.00000,1.00000
14260,0.00000,1.00000
14270,239.69733,0.96875
14280,403.72189,0.95312
14290,34.71858,0.98438
14300,213.74359,0.96875
14300,110.29091,0.97800
14310,32.55188,0.98438
14320,0.00000,1.00000
14330,0.00000,1.00000
14340,74.76837,0.98438
14350,74.01117,0.95312
14360,0.00000,1.00000
14370,287.60394,0.96875
14380,217.59538,0.98438
14390,250.21605,0.93750
14400,106.80350,0.98438
14400,119.07584,0.97860
14410,20.42465,0.98438
14420,73.70979,0.96875
14430,167.95059,0.98438
14440,40.87396,0.98438
14450,146.41563,0.96875
14460,462.66873,0.98438
14470,40.68359,0.98438
14480,0.00000,1.00000
14490,0.00000,1.00000
14500,135.95735,0.96875
14500,101.83434,0.98060
14510,0.00000,1.00000
14520,87.31087,0.98438
14530,0.00000,1.00000
14540,0.00000,1.00000
14550,52.37595,0.98438
14560,0.00000,1.00000
14570,46.35764,0.98438
14580,249.89874,0.96875
14590,203.33632,0.96875
14600,0.00000,1.00000
14600,107.99928,0.97980
14610,8.25327,0.98438
14620,252.55029,0.96875
14630,256.33490,0.93750
14640,172.62210,0.96875
14650,461.74710,0.95312
14660,290.37949,0.95312
14670,28.10178,0.98438
14680,39.68953,0.96875
14690,114.47223,0.96875
14700,331.52930,0.95312
14700,124.09765,0.97660
14710,0.00000,1.00000
14720,106.11357,0.96875
14730,217.18655,0.96875
14740,2.03912,0.98438
14750,58.06683,0.96875
14760,90.53836,0.95312
14770,117.33791,0.96875
14780,0.00000,1.00000
14790,616.23242,0.92188
14800,0.00000,1.00000
14800,103.18384,0.98080
14810,14.22488,0.98438
14820,0.00000,1.00000
14830,269.87677,0.92188
14840,15.73157,0.98438
14850,0.00000,1.00000
14860,100.42111,0.96875
14870,119.56967,0.96875
14880,46.31631,0.93750
14890,0.00000,1.00000
14900,1021.52612,0.96875
14900,96.79297,0.98220
14910,267.73169,0.98438
14920,7.66882,0.98438
14930,55.64787,0.96875
14940,251.46001,0.95312
14950,137.40773,0.98438
14960,0.00000,1.00000
14970,208.35532,0.98438
14980,63.60536,0.96875
14990,391.47537,0.96875
15000,299.22601,0.95312
15000,102.96789,0.98080
15010,63.26248,0.98438
15020,0.00000,1.00000
15030,10.16942,0.98438
15040,0.00000,1.00000
15050,160.32190,0.96875
15060,0.00000,1.00000
15070,0.00000,1.00000
15080,14.02496,0.98438
15090,132.95253,0.95312
15100,17.30304,0.98438
15100,89.05103,0.98140
15110,0.00000,1.00000
15120,126.90126,0.95312
15130,0.00000,1.00000
15140,37.76663,0.98438
15150,19.92975,0.98438
15160,430.19315,0.96875
15170,386.80685,0.96875
15180,171.87961,0.98438
15190,0.00000,1.00000
15200,246.17657,0.96875
15200,84.88761,0.98400
15210,0.00000,1.00000
15220,57.14600,0.98438
15230,112.75008,0.96875
15240,132.45370,0.98438
15250,8.78584,0.98438
15260,55.31345,0.96875
15270,34.41855,0.98438
15280,262.25577,0.95312
15290,43.22992,0.98438
15300,5.23993,0.98438
15300,105.73930,0.97940
15310,43.58243,0.98438
15320,0.00000,1.00000
15330,134.41464,0.95312
15340,45.12863,0.98438
15350,43.20366,0.96875
15360,128.29593,0.96875
15370,0.00000,1.00000
15380,67.81506,0.98438
15390,0.00000,1.00000
15400,273.36078,0.96875
15400,94.71524,0.97920
15410,14.23376,0.98438
15420,26.96420,0.96875
15430,60.35260,0.96875
15440,264.07809,0.96875
15450,97.94902,0.98438
15460,34.45396,0.98438
15470,38.41403,0.98438
15480,0.00000,1.00000
15490,218.88132,0.98438
15500,167.50438,0.96875
15500,105.53562,0.97980
15510,11.61908,0.98438
15520,58.61176,0.98438
15530,135.33231,0.98438
15540,446.25446,0.90625
15550,0.00000,1.00000
15560,0.00000,1.00000
15570,189.35364,0.98438
15580,58.12849,0.96875
15590,79.63904,0.98438
15600,42.40688,0.98438
15600,107.42590,0.97720
15610,22.78781,0.98438
15620,215.75116,0.96875
15630,0.00000,1.00000
15640,0.00000,1.00000
15650,0.00000,1.00000
15660,62.62704,0.98438
15670,0.00000,1.00000
15680,255.85803,0.96875
15690,0.00000,1.00000
15700,103.95435,0.95312
15700,93.25294,0.98180
15710,0.00000,1.00000
15720,0.00000,1.00000
15730,308.86392,0.95312
15740,117.03848,0.96875
15750,35.64507,0.96875
15760,136.68713,0.96875
15770,0.00000,1.00000
15780,0.00000,1.00000
15790,115.47308,0.98438
15800,142.41190,0.96875
15800,94.84939,0.98160
15810,231.83372,0.96875
15820,161.66815,0.95312
15830,101.35474,0.98438
15840,0.00000,1.00000
15850,390.37305,0.98438
15860,40.44769,0.96875
15870,0.00000,1.00000
15880,180.76315,0.93750
15890,61.99361,0.98438
15900,0.00000,1.00000
15900,114.76565,0.97500
15910,184.92010,0.95312
15920,54.83189,0.98438
15930,0.00000,1.00000
15940,119.75125,0.98438
15950,0.00000,1.00000
15960,0.00000,1.00000
15970,68.27945,0.96875
15980,0.00000,1.00000
15990,127.58128,0.96875
16000,6.95477,0.98438
16000,95.49573,0.97940
16010,0.00000,1.00000
16020,39.49948,0.98438
16030,0.00000,1.00000
16040,240.87210,0.98438
16050,116.90057,0.95312
16060,151.50464,0.96875
16070,37.32950,0.96875
16080,0.00000,1.00000
16090,0.00000,1.00000
16100,61.05859,0.96875
16100,116.72513,0.97780
16110,2.53473,0.98438
16120,247.76666,0.98438
16130,119.28482,0.98438
16140,22.78302,0.98438
16150,0.00000,1.00000
16160,87.45074,0.95312
16170,55.10727,0.98438
16180,0.00000,1.00000
16190,62.39966,0.98438
16200,0.00000,1.00000
16200,94.74123,0.98020
16210,66.76608,0.98438
16220,38.29993,0.96875
16230,110.50047,0.96875
16240,4.05243,0.98438
16250,64.26269,0.96875
16260,0.00000,1.00000
16270,145.97729,0.96875
16280,79.33218,0.98438
16290,124.25485,0.95312
16300,0.00000,1.00000
16300,116.00562,0.97840
16310,71.57632,0.98438
16320,0.00000,1.00000
16330,103.87842,0.96875
16340,282.00867,0.98438
16350,104.59682,0.96875
16360,0.00000,1.00000
16370,32.97375,0.96875
16380,93.07199,0.98438
16390,0.00000,1.00000
16400,291.23016,0.96875
16400,84.31902,0.98380
16410,0.00000,1.00000
16420,310.21530,0.96875
16430,122.39401,0.96875
16440,121.94196,0.96875
16450,112.02534,0.96875
16460,0.00000,1.00000
16470,71.31036,0.98438
16480,0.00000,1.00000
16490,0.00000,1.00000
16500,43.88498,0.98438
16500,78.83501,0.98260
16510,0.00000,1.00000
16520,12.88837,0.98438
16530,0.00000,1.00000
16540,114.77078,0.96875
16550,151.90337,0.98438
16560,218.83990,0.95312
16570,245.19777,0.95312
16580,19.99832,0.98438
16590,0.00000,1.00000
16600,0.00000,1.00000
16600,88.55275,0.98340
16610,195.04706,0.96875
16620,0.00000,1.00000
16630,20.15585,0.98438
16640,232.03249,0.95312
16650,109.02347,0.98438
16660,0.00000,1.00000
16670,117.88625,0.98438
16680,0.10793,0.98438
16690,20.13094,0.98438
16700,157.83957,0.95312
16700,93.11471,0.98140
16710,22.95613,0.98438
16720,435.31955,0.98438
16730,179.31052,0.95312
16740,140.80855,0.98438
16750,315.02832,0.96875
16760,0.00000,1.00000
16770,39.01569,0.98438
16780,147.67007,0.96875
16790,107.44437,0.96875
16800,49.96472,0.98438
16800,120.99031,0.97620
16810,0.00000,1.00000
16820,1.43109,0.98438
16830,149.51395,0.98438
16840,0.00000,1.00000
16850,75.88242,0.98438
16860,21.66837,0.98438
16870,87.11561,0.96875
16880,120.65907,0.96875
16890,0.00000,1.00000
16900,498.05441,0.95312
16900,89.74200,0.98200
16910,116.56161,0.95312
16920,0.00000,1.00000
16930,57.80467,0.98438
16940,91.56766,0.98438
16950,0.00000,1.00000
16960,124.34338,0.98438
16970,130.85812,0.95312
16980,0.00000,1.00000
16990,136.26611,0.96875
17000,147.25287,0.98438
17000,98.49121,0.98140
17010,0.00000,1.00000
17020,0.00000,1.00000
17030,43.95126,0.98438
17040,0.00000,1.00000
17050,208.75137,0.95312
17060,0.00000,1.00000
17070,121.12639,0.96875
17080,0.00000,1.00000
17090,100.19656,0.98438
17100,50.85529,0.98438
17100,104.50066,0.98040
17110,0.00000,1.00000
17120,182.66322,0.92188
17130,226.16612,0.96875
17140,0.00000,1.00000
17150,26.06094,0.98438
17160,12.34538,0.98438
17170,75.19455,0.92188
17180,99.28098,0.98438
17190,397.51956,0.95312
17200,10.66412,0.98438
17200,96.33398,0.98060
17210,21.23059,0.98438
17220,0.00000,1.00000
17230,97.46430,0.95312
17240,0.00000,1.00000
17250,0.00000,1.00000
17260,0.00000,1.00000
17270,30.27237,0.98438
17280,13.98413,0.98438
17290,115.94863,0.96875
17300,137.41766,0.96875
17300,96.90519,0.98020
17310,266.77237,0.98438
17320,0.00000,1.00000
17330,29.37177,0.95312
17340,0.00000,1.00000
17350,0.00000,1.00000
17360,17.38835,0.98438
17370,0.00000,1.00000
17380,89.22774,0.98438
17390,0.00000,1.00000
17400,36.24055,0.98438
17400,109.15786,0.97900
17410,0.00000,1.00000
17420,16.73343,0.98438
17430,214.89412,0.95312
17440,25.78625,0.98438
17450,30.15997,0.98438
17460,1.84051,0.98438
17470,14.48564,0.98438
17480,31.22298,0.98438
17490,92.71059,0.98438
17500,112.16666,0.98438
17500,92.52781,0.98280
17510,58.89413,0.98438
17520,114.21979,0.98438
17530,0.00000,1.00000
17540,159.73863,0.96875
17550,0.00000,1.00000
17560,0.00000,1.00000
17570,132.74490,0.96875
17580,11.29091,0.96875
17590,0.00000,1.00000
17600,30.83942,0.98438
17600,84.42986,0.98340
17610,0.00000,1.00000
17620,89.53995,0.96875
17630,65.79611,0.98438
17640,0.00000,1.00000
17650,0.00000,1.00000
17660,0.00000,1.00000
17670,52.75626,0.98438
17680,147.03737,0.98438
17690,0.00000,1.00000
17700,124.32236,0.96875
17700,92.61449,0.98140
17710,0.00000,1.00000
17720,130.93024,0.93750
17730,0.00000,1.00000
17740,0.00000,1.00000
17750,200.27361,0.95312
17760,0.00000,1.00000
17770,145.48042,0.95312
17780,167.76872,0.96875
17790,0.00000,1.00000
17800,0.79796,0.98438
17800,102.07510,0.97900
17810,148.62463,0.96875
17820,0.00000,1.00000
17830,86.59502,0.96875
17840,355.41006,0.95312
17850,0.00000,1.00000
17860,0.00000,1.00000
17870,77.73961,0.98438
17880,0.00000,1.00000
17890,554.89563,0.93750
17900,10.61032,0.98438
17900,74.35538,0.98580
17910,68.07426,0.98438
17920,43.84177,0.98438
17930,0.00000,1.00000
17940,46.77829,0.98438
17950,24.68478,0.98438
17960,213.75980,0.96875
17970,156.86108,0.96875
17980,161.27673,0.98438
17990,0.00000,1.00000
18000,105.56675,0.96875
18000,82.54726,0.98280
18010,99.20491,0.98438
18020,41.80432,0.98438
18030,74.12426,0.98438
18040,67.57587,0.96875
18050,6.10031,0.98438
18060,0.00000,1.00000
18070,97.81613,0.96875
18080,297.26819,0.96875
18090,0.00000,1.00000
18100,65.85370,0.96875
18100,89.13335,0.98080
18110,0.00000,1.00000
18120,34.70676,0.98438
18130,0.00000,1.00000
18140,75.05698,0.96875
18150,14.67288,0.98438
18160,8.88867,0.98438
18170,9.51752,0.98438
18180,71.69322,0.95312
18190,17.27405,0.98438
18200,239.24712,0.95312
18200,89.78546,0.98160
18210,45.70003,0.98438
18220,640.51636,0.95312
18230,112.68956,0.96875
18240,129.37811,0.98438
18250,45.04839,0.98438
18260,0.00000,1.00000
18270,192.32578,0.95312
18280,0.00000,1.00000
18290,0.00000,1.00000
18300,99.22833,0.98438
18300,73.72791,0.98420
18310,0.00000,1.00000
18320,241.54053,0.95312
18330,140.79584,0.98438
18340,12.12479,0.98438
18350,118.06952,0.98438
18360,0.00000,1.00000
18370,0.00000,1.00000
18380,0.00000,1.00000
18390,0.00000,1.00000
18400,83.77957,0.98438
18400,86.72758,0.98220
18410,59.47354,0.98438
18420,89.85614,0.98438
18430,8.16467,0.98438
18440,51.39542,0.98438
18450,0.00000,1.00000
18460,31.98834,0.98438
18470,16.67168,0.98438
18480,47.91241,0.95312
18490,35.42535,0.98438
18500,0.00000,1.00000
18500,102.28297,0.98180
18510,0.00000,1.00000
18520,232.08386,0.95312
18530,62.31203,0.96875
18540,144.78714,0.96875
18550,2.82639,0.98438
18560,14.25159,0.98438
18570,97.54511,0.96875
18580,0.00000,1.00000
18590,38.74677,0.98438
18600,27.79837,0.98438
18600,76.24735,0.98460
18610,0.00000,1.00000
18620,0.00000,1.00000
18630,0.00000,1.00000
18640,0.00000,1.00000
18650,36.02719,0.98438
18660,33.38393,0.98438
18670,0.00000,1.00000
18680,76.83536,0.98438
18690,9.39342,0.98438
18700,8.18375,0.98438
18700,89.87863,0.98100
18710,79.13406,0.96875
18720,60.28545,0.98438
18730,0.00000,1.00000
18740,0.00000,1.00000
18750,0.00000,1.00000
18760,0.00000,1.00000
18770,86.80542,0.96875
18780,281.56247,0.96875
18790,44.31747,0.98438
18800,68.86032,0.98438
18800,99.47079,0.97860
18810,0.00000,1.00000
18820,221.78244,0.95312
18830,0.00000,1.00000
18840,40.20317,0.98438
18850,117.90402,0.98438
18860,53.24571,0.98438
18870,22.42783,0.98438
18880,17.42906,0.98438
18890,0.00000,1.00000
18900,124.99094,0.98438
18900,89.09890,0.98220
18910,0.00000,1.00000
18920,0.00000,1.00000
18930,0.00000,1.00000
18940,0.00000,1.00000
18950,0.00000,1.00000
18960,64.38672,0.98438
18970,27.65044,0.98438
18980,141.24200,0.98438
18990,0.00000,1.00000
19000,0.00000,1.00000
19000,94.19415,0.98160
19010,210.09290,0.96875
19020,0.00000,1.00000
19030,82.91105,0.98438
19040,112.66608,0.98438
19050,36.71558,0.98438
19060,47.24945,0.98438
19070,0.00000,1.00000
19080,175.00995,0.95312
19090,95.14081,0.96875
19100,87.41173,0.95312
19100,79.09336,0.98400
19110,0.00000,1.00000
19120,0.00000,1.00000
19130,217.43712,0.96875
19140,9.48397,0.98438
19150,0.00000,1.00000
19160,40.95203,0.98438
19170,38.84036,0.96875
19180,8.57144,0.98438
19190,0.00000,1.00000
19200,110.79808,0.95312
19200,67.31126,0.98640
19210,0.00000,1.00000
19220,0.00000,1.00000
19230,57.82944,0.98438
19240,140.46597,0.98438
19250,0.00000,1.00000
19260,24.72519,0.96875
19270,75.01654,0.96875
19280,6.84039,0.98438
19290,145.58185,0.96875
19300,11.36212,0.98438
19300,73.65311,0.98480
19310,155.62827,0.96875
19320,4.66035,0.98438
